,County,Higher Degree,H.S. Diploma,No H.S. Diploma
1106,17967,24.857291%,65.386611%,9.756098%
1107,17968,23.857868%,55.329949%,20.812183%
1108,17970,18.702118%,71.248310%,10.049572%
1109,17972,32.411560%,57.698057%,9.890384%
1110,17974,13.821138%,75.203252%,10.975610%
1111,17976,15.808975%,66.055990%,18.135035%
1112,17978,15.384615%,55.769231%,28.846154%
1113,17979,44.936709%,46.202532%,8.860759%
1114,17980,20.765027%,66.985428%,12.249545%
1115,17981,11.613876%,67.320261%,21.065862%
1116,17982,21.823204%,65.469613%,12.707182%
1117,17983,23.888889%,63.703704%,12.407407%
1118,17985,25.161987%,65.658747%,9.179266%
1119,18201,18.482783%,57.788306%,23.728911%
1120,18202,22.071792%,59.930443%,17.997764%
1121,18211,26.528777%,69.694245%,3.776978%
1122,18214,37.559322%,52.271186%,10.169492%
1123,18218,18.696711%,68.453106%,12.850183%
1124,18220,18.439716%,70.212766%,11.347518%
1125,18231,18.000000%,70.285714%,11.714286%
1126,18237,18.922470%,71.747700%,9.329829%
1127,18240,24.783862%,66.246398%,8.969741%
1128,18241,12.385321%,72.247706%,15.366972%
1129,18242,23.741007%,69.784173%,6.474820%
1130,18245,39.669421%,60.330579%,0.000000%
1131,18248,12.765957%,78.959811%,8.274232%
1132,18252,28.537798%,57.271776%,14.190426%
1133,19549,10.937500%,69.270833%,19.791667%
1134,15411,27.476636%,63.925234%,8.598131%
1135,15424,21.320755%,63.962264%,14.716981%
1136,15501,26.457935%,61.185468%,12.356597%
1137,15502,72.500000%,15.000000%,12.500000%
1138,15510,7.897196%,67.850467%,24.252336%
1139,15520,11.320755%,62.735849%,25.943396%
1140,15530,21.759873%,65.041081%,13.199046%
1141,15531,25.025193%,62.176688%,12.798119%
1142,15532,5.343511%,71.755725%,22.900763%
1143,15534,17.397454%,68.316832%,14.285714%
1144,15538,19.965870%,68.600683%,11.433447%
1145,15540,24.840764%,59.872611%,15.286624%
1146,15541,22.100313%,66.065831%,11.833856%
1147,15542,12.274368%,75.571600%,12.154031%
1148,15544,27.272727%,72.727273%,0.000000%
1149,15545,18.441161%,67.142129%,14.416709%
1150,15546,8.333333%,91.666667%,0.000000%
1151,15547,16.071429%,76.785714%,7.142857%
1152,15551,23.950233%,66.251944%,9.797823%
1153,15552,20.108567%,62.945480%,16.945952%
1154,15555,39.189189%,52.702703%,8.108108%
1155,15557,24.802528%,65.284360%,9.913112%
1156,15558,19.392372%,60.698125%,19.909502%
1157,15559,17.408377%,66.688482%,15.903141%
1158,15560,37.931034%,56.034483%,6.034483%
1159,15561,40.875912%,48.905109%,10.218978%
1160,15562,21.000000%,56.000000%,23.000000%
1161,15563,21.833689%,64.818763%,13.347548%
1162,15564,29.411765%,58.823529%,11.764706%
1163,15622,32.126697%,51.131222%,16.742081%
1164,15905,43.124837%,52.957691%,3.917472%
1165,15924,17.496635%,65.814266%,16.689098%
1166,15926,25.650558%,60.382369%,13.967074%
1167,15928,29.225137%,68.395363%,2.379500%
1168,15935,23.707572%,67.728460%,8.563969%
1169,15936,20.221328%,69.818913%,9.959759%
1170,15937,13.611111%,71.388889%,15.000000%
1171,15953,14.285714%,76.190476%,9.523810%
1172,15963,29.920477%,57.952286%,12.127237%
1173,17017,24.361158%,66.269165%,9.369676%
1174,17730,43.589744%,43.589744%,12.820513%
1175,17749,28.063241%,67.984190%,3.952569%
1176,17756,29.785389%,55.560373%,14.654238%
1177,17772,23.781213%,61.058264%,15.160523%
1178,17777,23.180751%,64.730047%,12.089202%
1179,17801,22.062553%,62.299239%,15.638208%
1180,17821,36.629381%,53.736018%,9.634601%
1181,17823,21.871345%,65.497076%,12.631579%
1182,17824,36.512456%,56.192171%,7.295374%
1183,17830,19.343575%,66.410615%,14.245810%
1184,17832,20.156556%,66.144814%,13.698630%
1185,17834,22.892416%,63.104056%,14.003527%
1186,17836,20.245399%,69.325153%,10.429448%
1187,17840,19.512195%,70.731707%,9.756098%
1188,17847,23.865507%,61.509523%,14.624971%
1189,17850,17.943548%,66.733871%,15.322581%
1190,17851,22.620932%,63.482850%,13.896218%
1191,17857,28.295475%,61.008764%,10.695761%
1192,17860,29.778786%,57.855927%,12.365286%
1193,17865,11.764706%,70.588235%,17.647059%
1194,17866,13.591738%,64.554380%,21.853882%
1195,17867,23.622047%,69.291339%,7.086614%
1196,17868,37.787356%,56.321839%,5.890805%
1197,17872,17.645301%,69.415808%,12.938891%
1198,17881,16.260954%,70.496592%,13.242454%
1199,17941,20.289855%,68.659420%,11.050725%
1200,17964,28.595318%,62.541806%,8.862876%
1201,15711,19.877676%,73.700306%,6.422018%
1202,15715,27.371274%,67.208672%,5.420054%
1203,15730,21.428571%,59.523810%,19.047619%
1204,15733,28.395062%,67.901235%,3.703704%
1205,15744,33.644860%,53.271028%,13.084112%
1206,15764,26.446281%,62.809917%,10.743802%
1207,15767,24.822134%,61.403162%,13.774704%
1208,15770,15.822785%,43.037975%,41.139241%
1209,15776,14.583333%,62.500000%,22.916667%
1210,15778,13.157895%,78.070175%,8.771930%
1211,15780,14.754098%,81.147541%,4.098361%
1212,15781,70.000000%,30.000000%,0.000000%
1213,15784,21.739130%,73.913043%,4.347826%
1214,15823,29.189687%,63.443831%,7.366483%
1215,15824,28.268156%,62.988827%,8.743017%
1216,15825,26.641566%,62.981928%,10.376506%
1217,15828,30.508475%,59.745763%,9.745763%
1218,15829,27.777778%,65.858586%,6.363636%
1219,15840,23.702186%,70.423497%,5.874317%
1220,15847,3.846154%,70.329670%,25.824176%
1221,15851,20.188801%,69.427162%,10.384038%
1222,15853,29.131653%,64.037923%,6.830424%
1223,15860,23.349057%,66.155660%,10.495283%
1224,15863,7.177033%,77.511962%,15.311005%
1225,15864,25.956062%,64.768104%,9.275834%
1226,15865,25.945946%,61.081081%,12.972973%
1227,16217,34.246575%,60.273973%,5.479452%
1228,16222,20.432099%,63.024691%,16.543210%
1229,16240,13.367347%,72.653061%,13.979592%
1230,15829,27.777778%,65.858586%,6.363636%
1231,15860,23.349057%,66.155660%,10.495283%
1232,15864,25.956062%,64.768104%,9.275834%
1233,16028,21.705426%,66.243834%,12.050740%
1234,16036,34.131737%,55.089820%,10.778443%
1235,16049,17.568807%,70.137615%,12.293578%
1236,16054,17.391304%,64.214047%,18.394649%
1237,16213,7.692308%,74.038462%,18.269231%
1238,16214,43.976865%,46.769047%,9.254089%
1239,16224,22.197309%,58.968610%,18.834081%
1240,16230,13.636364%,65.384615%,20.979021%
1241,16232,27.751835%,61.607738%,10.640427%
1242,16233,29.501085%,61.062907%,9.436009%
1243,16235,31.428571%,59.047619%,9.523810%
1244,16240,13.367347%,72.653061%,13.979592%
1245,16242,23.118767%,61.922031%,14.959202%
1246,16248,19.812646%,66.651054%,13.536300%
1247,16254,32.813142%,58.110883%,9.075975%
1248,16255,24.980111%,65.234686%,9.785203%
1249,16258,24.508427%,62.289326%,13.202247%
1250,16260,31.223629%,59.493671%,9.282700%
1251,16319,21.505376%,72.150538%,6.344086%
1252,16326,25.249169%,72.757475%,1.993355%
1253,16331,37.500000%,57.142857%,5.357143%
1254,16332,8.333333%,70.833333%,20.833333%
1255,16334,22.540984%,69.672131%,7.786885%
1256,16353,22.583779%,60.903351%,16.512870%
1257,16361,16.981132%,43.396226%,39.622642%
1258,16364,21.040189%,66.430260%,12.529551%
1259,16373,25.884460%,64.532020%,9.583520%
1260,18403,42.699071%,49.140486%,8.160443%
1261,18407,26.938319%,61.904278%,11.157403%
1262,18411,53.226948%,42.487613%,4.285439%
1263,18414,43.733950%,51.900360%,4.365691%
1264,18419,34.813614%,58.379254%,6.807131%
1265,18420,0.000000%,85.714286%,14.285714%
1266,18421,26.182965%,64.064143%,9.752892%
1267,18424,33.671347%,58.658346%,7.670307%
1268,18433,36.272251%,56.963351%,6.764398%
1269,18434,38.634739%,53.216583%,8.148678%
1270,18436,30.702588%,61.119915%,8.177496%
1271,18444,36.818049%,55.246523%,7.935427%
1272,18446,26.739640%,62.666145%,10.594214%
1273,18447,36.239316%,56.544567%,7.216117%
1274,18452,34.903192%,57.509158%,7.587650%
1275,18471,83.595506%,16.404494%,0.000000%
1276,18503,33.002208%,50.331126%,16.666667%
1277,18504,27.152223%,60.283637%,12.564139%
1278,18505,29.633034%,54.196422%,16.170544%
1279,18507,38.455435%,50.912457%,10.632108%
1280,18508,19.630675%,66.490238%,13.879087%
1281,18509,37.063184%,50.829509%,12.107307%
1282,18510,37.318394%,45.333662%,17.347944%
1283,18512,36.386622%,57.073900%,6.539478%
1284,18517,24.954745%,63.822084%,11.223170%
1285,18518,33.349049%,59.123055%,7.527896%
1286,18519,30.524554%,60.491071%,8.984375%
1287,18615,26.514032%,66.174298%,7.311669%
1288,18641,32.105701%,60.008323%,7.885976%
1289,18653,14.444444%,77.777778%,7.777778%
1290,07881,0.000000%,66.666667%,33.333333%
1291,18302,30.944543%,59.626910%,9.428547%
1292,18324,27.266932%,56.254980%,16.478088%
1293,18325,33.568713%,61.705595%,4.725693%
1294,18328,27.065026%,59.382933%,13.552041%
1295,18336,31.365936%,58.077572%,10.556492%
1296,18337,37.347397%,56.441059%,6.211544%
1297,18340,64.601770%,26.548673%,8.849558%
1298,18371,49.218750%,50.781250%,0.000000%
1299,18405,27.896104%,62.649351%,9.454545%
1300,18425,27.127660%,63.510638%,9.361702%
1301,18426,33.926954%,61.424691%,4.648355%
1302,18428,30.620155%,61.295681%,8.084164%
1303,18435,49.462366%,41.935484%,8.602151%
1304,18445,30.740741%,60.158730%,9.100529%
1305,18451,45.652174%,47.173913%,7.173913%
1306,18457,0.000000%,80.487805%,19.512195%
1307,18458,41.390424%,49.861878%,8.747698%
1308,18460,34.586466%,51.127820%,14.285714%
1309,18464,42.350557%,52.077001%,5.572442%
1310,19003,66.521448%,27.558088%,5.920465%
1311,19008,45.203584%,47.410726%,7.385690%
1312,19010,76.460353%,21.517939%,2.021709%
1313,19013,15.520647%,64.184931%,20.294422%
1314,19014,37.870592%,54.892160%,7.237248%
1315,19015,31.339183%,56.633874%,12.026943%
1316,19017,46.818182%,48.181818%,5.000000%
1317,19018,32.911996%,59.694729%,7.393275%
1318,19022,19.470143%,68.629100%,11.900757%
1319,19023,24.992664%,62.881455%,12.125880%
1320,19026,49.103327%,46.724587%,4.172087%
1321,19029,20.571630%,70.995060%,8.433310%
1322,19032,32.200609%,58.940708%,8.858683%
1323,19033,35.559322%,58.728814%,5.711864%
1324,19036,30.077309%,61.951525%,7.971166%
1325,19041,82.194767%,16.279070%,1.526163%
1326,19043,28.111814%,63.396624%,8.491561%
1327,19050,40.276976%,51.833395%,7.889629%
1328,19060,58.702141%,39.857236%,1.440623%
1329,19061,25.904735%,63.352882%,10.742383%
1330,19063,62.493733%,34.482626%,3.023641%
1331,19064,51.913324%,43.487782%,4.598893%
1332,19070,43.204550%,48.538929%,8.256521%
1333,19073,64.523810%,32.521008%,2.955182%
1334,19074,31.066268%,61.609367%,7.324365%
1335,19076,30.737038%,60.009300%,9.253662%
1336,19078,33.659685%,57.888214%,8.452101%
1337,19079,24.821161%,67.576110%,7.602728%
1338,19081,62.424143%,34.492373%,3.083484%
1339,19082,28.952411%,54.315098%,16.732491%
1340,19083,58.633223%,37.788074%,3.578704%
1341,19085,83.405995%,16.103542%,0.490463%
1342,19086,66.473009%,29.932220%,3.594771%
1343,19087,79.087180%,18.370851%,2.541969%
1344,19094,22.936109%,63.244795%,13.819095%
1345,19096,84.523810%,14.451346%,1.024845%
1346,19113,18.681319%,73.626374%,7.692308%
1347,19312,84.573140%,13.667000%,1.759860%
1348,19317,72.272861%,26.595119%,1.132020%
1349,19319,14.000000%,86.000000%,0.000000%
1350,19342,62.245049%,35.486255%,2.268696%
1351,19373,41.903367%,42.723280%,15.373353%
1352,19382,64.699272%,31.306009%,3.994719%
1353,17756,29.785389%,55.560373%,14.654238%
1354,17772,23.781213%,61.058264%,15.160523%
1355,17777,23.180751%,64.730047%,12.089202%
1356,17815,33.901739%,56.964376%,9.133885%
1357,17820,34.021901%,58.163265%,7.814833%
1358,17821,36.629381%,53.736018%,9.634601%
1359,17822,Not applicable,Not applicable,Not applicable
1360,17847,23.865507%,61.509523%,14.624971%
1361,17884,12.432432%,70.810811%,16.756757%
1362,18407,26.938319%,61.904278%,11.157403%
1363,18413,3.048780%,58.536585%,38.414634%
1364,18419,34.813614%,58.379254%,6.807131%
1365,18421,26.182965%,64.064143%,9.752892%
1366,18430,25.000000%,75.000000%,0.000000%
1367,18441,8.653846%,82.692308%,8.653846%
1368,18446,26.739640%,62.666145%,10.594214%
1369,18465,30.259067%,57.409326%,12.331606%
1370,18470,34.496920%,57.357974%,8.145106%
1371,18623,17.552083%,67.187500%,15.260417%
1372,18630,16.696670%,71.827183%,11.476148%
1373,18801,30.415828%,61.938296%,7.645875%
1374,18812,37.145174%,55.636659%,7.218167%
1375,18816,39.534884%,51.162791%,9.302326%
1376,18818,25.641026%,60.512821%,13.846154%
1377,18821,16.901408%,70.187793%,12.910798%
1378,18822,21.086009%,65.200159%,13.713833%
1379,18823,23.566879%,55.414013%,21.019108%
1380,18824,20.517928%,69.721116%,9.760956%
1381,18825,43.820225%,43.820225%,12.359551%
1382,18826,24.919872%,66.346154%,8.733974%
1383,18828,14.345992%,54.008439%,31.645570%
1384,18830,22.900763%,62.977099%,14.122137%
1385,18834,23.253012%,65.943775%,10.803213%
1386,18842,30.841121%,66.355140%,2.803738%
1387,18843,21.739130%,78.260870%,0.000000%
1388,18844,22.799423%,64.357864%,12.842713%
1389,18847,23.731307%,64.255945%,12.012748%
1390,18041,37.413148%,56.360235%,6.226617%
1391,18054,34.454605%,60.254735%,5.290660%
1392,18070,12.838802%,81.597718%,5.563481%
1393,18073,40.150932%,52.333282%,7.515786%
1394,18074,41.982977%,50.034507%,7.982517%
1395,18076,36.475024%,54.806786%,8.718190%
1396,18915,46.371681%,47.433628%,6.194690%
1397,18936,Not applicable,Not applicable,Not applicable
1398,18964,39.821540%,50.498029%,9.680432%
1399,18969,36.944856%,53.728719%,9.326425%
1400,19001,49.429309%,45.097059%,5.473632%
1401,19002,65.815189%,30.168867%,4.015944%
1402,19003,66.521448%,27.558088%,5.920465%
1403,19004,76.795743%,19.893586%,3.310671%
1404,19006,58.242463%,35.914047%,5.843489%
1405,19009,66.736842%,30.947368%,2.315789%
1406,19010,76.460353%,21.517939%,2.021709%
1407,19012,55.603157%,39.436302%,4.960541%
1408,19025,77.304779%,20.057456%,2.637764%
1409,19027,59.724588%,36.392675%,3.882737%
1410,19031,62.065972%,32.725694%,5.208333%
1411,19034,67.779323%,27.932313%,4.288363%
1412,19035,80.914718%,17.400275%,1.685007%
1413,19038,58.363498%,36.835588%,4.800914%
1414,19040,42.017156%,52.172108%,5.810736%
1415,19041,82.194767%,16.279070%,1.526163%
1416,19044,50.440309%,42.778030%,6.781661%
1417,19046,65.536907%,31.644126%,2.818967%
1418,19066,89.809630%,9.154535%,1.035834%
1419,19072,81.680177%,16.403832%,1.915991%
1420,19075,60.069303%,37.647778%,2.282919%
1421,19083,58.633223%,37.788074%,3.578704%
1422,19085,83.405995%,16.103542%,0.490463%
1423,19087,79.087180%,18.370851%,2.541969%
1424,19090,42.553354%,50.457317%,6.989329%
1425,19095,57.115677%,35.159817%,7.724505%
1426,19096,84.523810%,14.451346%,1.024845%
1427,19118,71.511315%,23.383621%,5.105065%
1428,19150,33.540123%,57.349647%,9.110230%
1429,19401,31.215895%,51.427172%,17.356933%
1430,19403,51.173874%,42.870508%,5.955618%
1431,19405,31.406650%,55.524297%,13.069054%
1432,19406,61.467043%,33.464045%,5.068912%
1433,19422,65.399240%,31.782599%,2.818161%
1434,19426,56.449704%,38.644780%,4.905516%
1435,19428,58.805428%,36.002840%,5.191731%
1436,19435,76.666667%,23.333333%,0.000000%
1437,19436,72.064777%,25.708502%,2.226721%
1438,19437,82.449726%,17.550274%,0.000000%
1439,19438,55.220837%,40.205104%,4.574059%
1440,19440,47.085610%,44.064967%,8.849423%
1441,19444,68.384664%,28.585795%,3.029541%
1442,19446,55.257865%,39.070842%,5.671293%
1443,19453,45.652174%,51.606805%,2.741021%
1444,19454,61.696089%,34.585598%,3.718313%
1445,19456,59.615385%,32.884615%,7.500000%
1446,19460,59.049010%,36.133431%,4.817559%
1447,19462,52.880489%,40.217292%,6.902219%
1448,19464,33.684710%,54.922444%,11.392846%
1449,19468,49.191082%,45.944293%,4.864624%
1450,19472,0.000000%,100.000000%,0.000000%
1451,19473,49.913408%,44.189226%,5.897366%
1452,19474,54.122622%,43.340381%,2.536998%
1453,19477,20.000000%,63.200000%,16.800000%
1454,19492,33.505155%,49.484536%,17.010309%
1455,19504,35.890629%,58.667375%,5.441996%
1456,19505,28.053517%,62.926198%,9.020285%
1457,19512,28.243852%,59.697952%,12.058196%
1458,19525,48.919151%,46.395581%,4.685268%
1459,15003,30.152718%,60.952963%,8.894319%
1460,15005,39.221027%,54.936674%,5.842299%
1461,15006,56.074766%,43.925234%,0.000000%
1462,15007,50.420168%,49.579832%,0.000000%
1463,15014,28.662132%,63.673469%,7.664399%
1464,15015,76.304348%,21.413043%,2.282609%
1465,15017,47.836028%,46.398824%,5.765148%
1466,15018,21.915584%,72.889610%,5.194805%
1467,15020,41.818182%,55.909091%,2.272727%
1468,15024,42.084827%,51.493429%,6.421744%
1469,15025,43.788739%,50.973374%,5.237887%
1470,15026,30.673617%,63.191660%,6.134723%
1471,15028,17.948718%,72.649573%,9.401709%
1472,15030,34.313725%,56.740196%,8.946078%
1473,15031,12.676056%,64.788732%,22.535211%
1474,15034,27.068724%,67.461431%,5.469846%
1475,15035,28.382838%,67.062706%,4.554455%
1476,15037,36.184451%,58.267429%,5.548120%
1477,15044,62.507795%,34.389940%,3.102266%
1478,15045,25.395349%,64.279070%,10.325581%
1479,15046,41.928609%,51.944592%,6.126798%
1480,15047,73.846154%,26.153846%,0.000000%
1481,15049,29.775281%,61.516854%,8.707865%
1482,15051,46.103896%,39.610390%,14.285714%
1483,15056,40.625000%,49.884259%,9.490741%
1484,15057,45.149912%,47.730437%,7.119651%
1485,15063,34.825930%,57.058824%,8.115246%
1486,15064,33.333333%,61.538462%,5.128205%
1487,15065,35.634902%,58.429889%,5.935209%
1488,15068,36.288019%,54.962159%,8.749822%
1489,15071,49.014556%,45.845678%,5.139766%
1490,15075,21.965318%,78.034682%,0.000000%
1491,15076,30.332410%,44.459834%,25.207756%
1492,15082,15.929204%,84.070796%,0.000000%
1493,15084,31.002233%,61.948632%,7.049135%
1494,15085,42.964780%,52.864903%,4.170317%
1495,15086,50.234742%,49.765258%,0.000000%
1496,15088,18.678161%,70.977011%,10.344828%
1497,15089,31.056981%,61.852980%,7.090039%
1498,15090,77.051173%,21.733317%,1.215510%
1499,15101,59.020939%,36.893039%,4.086022%
1500,15102,55.108402%,40.592199%,4.299400%
1501,15104,22.078138%,65.120532%,12.801330%
1502,15106,40.373145%,54.861978%,4.764877%
1503,15108,53.133293%,39.923114%,6.943594%
1504,15110,20.553360%,68.774704%,10.671937%
1505,15112,32.671480%,59.296029%,8.032491%
1506,15116,51.400622%,44.455313%,4.144064%
1507,15120,36.827596%,55.781553%,7.390851%
1508,15122,34.313592%,59.402293%,6.284116%
1509,15126,49.662748%,41.510888%,8.826363%
1510,15129,52.230459%,45.103394%,2.666146%
1511,15131,37.420258%,57.522950%,5.056792%
1512,15132,22.083828%,64.735732%,13.180440%
1513,15133,25.747885%,67.216835%,7.035280%
1514,15135,37.065637%,59.253539%,3.680824%
1515,15136,35.732105%,54.986247%,9.281648%
1516,15137,29.839142%,63.967828%,6.193029%
1517,15139,55.689451%,38.502568%,5.807981%
1518,15140,28.782453%,62.264996%,8.952551%
1519,15142,74.062500%,24.583333%,1.354167%
1520,15143,66.413662%,30.114555%,3.471783%
1521,15144,31.948782%,62.148657%,5.902561%
1522,15145,32.665211%,62.214725%,5.120064%
1523,15146,49.420723%,45.706811%,4.872466%
1524,15147,40.449944%,51.023622%,8.526434%
1525,15148,20.934066%,69.340659%,9.725275%
1526,15201,53.500898%,39.068422%,7.430680%
1527,15202,48.656616%,45.721943%,5.621441%
1528,15203,58.744933%,35.820447%,5.434619%
1529,15204,33.098228%,57.509031%,9.392740%
1530,15205,43.929548%,49.620407%,6.450046%
1531,15206,53.427400%,39.371155%,7.201445%
1532,15207,35.282392%,57.253599%,7.464009%
1533,15208,52.154617%,38.783107%,9.062276%
1534,15209,38.044985%,55.154035%,6.800981%
1535,15210,26.457575%,61.562588%,11.979838%
1536,15211,51.177885%,43.329327%,5.492788%
1537,15212,39.455038%,50.109409%,10.435553%
1538,15213,66.466057%,26.564757%,6.969186%
1539,15214,37.387615%,53.965047%,8.647338%
1540,15215,56.872510%,36.686587%,6.440903%
1541,15216,52.264767%,41.810626%,5.924607%
1542,15217,76.318229%,20.952626%,2.729145%
1543,15218,57.375961%,38.649085%,3.974955%
1544,15219,26.540448%,59.345955%,14.113597%
1545,15220,55.497616%,39.094160%,5.408224%
1546,15221,45.734205%,47.250545%,7.015251%
1547,15222,76.654412%,21.948529%,1.397059%
1548,15223,38.986616%,54.913958%,6.099426%
1549,15224,49.622166%,44.044620%,6.333213%
1550,15225,32.372506%,57.760532%,9.866962%
1551,15226,40.565665%,51.077927%,8.356408%
1552,15227,39.428983%,51.060461%,9.510557%
1553,15228,76.782334%,21.230284%,1.987382%
1554,15229,51.085468%,43.457853%,5.456679%
1555,15232,84.481143%,13.199813%,2.319044%
1556,15233,26.149188%,61.354253%,12.496559%
1557,15234,42.517429%,51.542355%,5.940216%
1558,15235,44.296155%,50.810296%,4.893549%
1559,15236,44.718405%,51.006018%,4.275577%
1560,15237,59.481865%,35.836081%,4.682054%
1561,15238,68.490176%,27.621510%,3.888314%
1562,15239,46.406219%,48.771329%,4.822452%
1563,15241,74.449308%,24.011579%,1.539113%
1564,15243,65.210903%,31.257461%,3.531635%
1565,15260,Not applicable,Not applicable,Not applicable
1566,15290,Not applicable,Not applicable,Not applicable
1567,15332,34.435828%,60.310176%,5.253996%
1568,15642,46.156899%,49.700855%,4.142247%
1569,15668,61.329152%,35.909367%,2.761481%
1570,16046,69.710050%,27.850239%,2.439711%
1571,16055,36.288089%,59.879963%,3.831948%
1572,16059,45.864534%,50.901974%,3.233492%
1573,18013,28.119536%,60.840884%,11.039580%
1574,18014,26.678571%,62.678571%,10.642857%
1575,18015,35.987709%,49.778657%,14.233634%
1576,18017,42.633766%,47.926083%,9.440152%
1577,18018,34.716372%,55.403710%,9.879918%
1578,18020,45.602385%,48.292452%,6.105163%
1579,18032,31.348538%,61.610286%,7.041176%
1580,18035,33.636364%,50.909091%,15.454545%
1581,18038,26.060029%,61.505479%,12.434493%
1582,18040,51.245613%,43.027138%,5.727249%
1583,18042,29.131212%,57.350733%,13.518055%
1584,18045,42.702094%,51.374597%,5.923309%
1585,18055,36.827743%,55.179079%,7.993178%
1586,18063,18.352941%,76.000000%,5.647059%
1587,18064,42.025598%,49.376739%,8.597663%
1588,18067,34.400061%,55.961568%,9.638372%
1589,18072,28.820160%,61.672394%,9.507446%
1590,18077,48.870392%,47.919144%,3.210464%
1591,18083,21.776504%,63.037249%,15.186246%
1592,18085,50.840336%,42.857143%,6.302521%
1593,18086,47.794118%,39.215686%,12.990196%
1594,18088,31.727766%,59.888213%,8.384021%
1595,18091,29.104824%,58.603896%,12.291280%
1596,18109,23.252346%,59.538637%,17.209017%
1597,18343,24.991843%,64.567700%,10.440457%
1598,18351,40.437158%,50.546448%,9.016393%
1599,17019,37.788513%,54.205966%,8.005521%
1600,17222,36.992989%,50.888833%,12.118177%
1601,17301,20.332226%,61.960133%,17.707641%
1602,17304,26.718750%,58.854167%,14.427083%
1603,17306,14.814815%,69.135802%,16.049383%
1604,17307,27.288095%,60.806568%,11.905337%
1605,17316,28.273909%,62.645785%,9.080307%
1606,17320,39.189919%,53.501350%,7.308731%
1607,17324,18.357488%,63.630090%,18.012422%
1608,17325,35.014363%,52.143845%,12.841792%
1609,17331,28.095133%,59.819899%,12.084968%
1610,17340,31.396126%,57.982632%,10.621242%
1611,17343,Not applicable,Not applicable,Not applicable
1612,17344,18.302277%,69.358178%,12.339545%
1613,17350,21.455224%,65.046093%,13.498683%
1614,17353,35.103926%,55.966128%,8.929946%
1615,17372,25.050234%,57.367716%,17.582050%
1616,15044,62.507795%,34.389940%,3.102266%
1617,15086,50.234742%,49.765258%,0.000000%
1618,16001,34.601107%,57.559395%,7.839498%
1619,16002,38.002861%,52.467370%,9.529769%
1620,16020,21.498771%,65.601966%,12.899263%
1621,16022,16.203704%,63.425926%,20.370370%
1622,16023,27.694656%,62.198473%,10.106870%
1623,16024,27.604167%,60.937500%,11.458333%
1624,16025,25.658063%,67.927421%,6.414516%
1625,16027,38.311688%,55.194805%,6.493506%
1626,16029,27.663230%,65.979381%,6.357388%
1627,16030,12.121212%,70.562771%,17.316017%
1628,16033,40.425532%,53.026005%,6.548463%
1629,16034,24.084919%,66.837482%,9.077599%
1630,16035,23.333333%,76.666667%,0.000000%
1631,16037,40.567201%,53.020962%,6.411837%
1632,16038,25.197472%,61.927330%,12.875197%
1633,16040,20.679012%,65.895062%,13.425926%
1634,16041,17.269625%,68.600683%,14.129693%
1635,16045,26.547455%,64.786795%,8.665750%
1636,16046,69.710050%,27.850239%,2.439711%
1637,16048,21.093750%,69.531250%,9.375000%
1638,16049,17.568807%,70.137615%,12.293578%
1639,16050,22.739481%,68.039391%,9.221128%
1640,16051,30.553037%,63.191296%,6.255666%
1641,16052,40.726257%,53.519553%,5.754190%
1642,16053,44.886907%,48.964638%,6.148455%
1643,16055,36.288089%,59.879963%,3.831948%
1644,16056,36.376564%,57.593857%,6.029579%
1645,16057,38.317343%,52.634686%,9.047970%
1646,16059,45.864534%,50.901974%,3.233492%
1647,16061,28.155844%,66.077922%,5.766234%
1648,16063,50.832819%,42.751388%,6.415793%
