,County,Higher Degree,H.S. Diploma,No H.S. Diploma
1649,16066,64.673454%,32.118202%,3.208344%
1650,16127,40.214962%,50.952432%,8.832606%
1651,16229,35.465116%,58.942414%,5.592470%
1652,16373,25.884460%,64.532020%,9.583520%
1653,16930,32.700893%,60.267857%,7.031250%
1654,16938,23.308271%,62.218045%,14.473684%
1655,17701,30.581113%,58.124979%,11.293908%
1656,17702,32.339047%,60.048590%,7.612363%
1657,17723,28.571429%,48.571429%,22.857143%
1658,17724,20.416922%,66.217045%,13.366033%
1659,17727,36.619718%,52.112676%,11.267606%
1660,17728,33.452250%,56.476400%,10.071350%
1661,17737,29.763561%,60.083449%,10.152990%
1662,17739,9.523810%,80.952381%,9.523810%
1663,17740,28.278593%,60.179362%,11.542045%
1664,17742,50.000000%,27.777778%,22.222222%
1665,17744,23.159636%,63.110008%,13.730356%
1666,17745,28.963334%,59.210411%,11.826255%
1667,17752,24.263992%,63.992236%,11.743772%
1668,17754,41.654949%,49.691725%,8.653326%
1669,17756,29.785389%,55.560373%,14.654238%
1670,17758,18.672840%,70.524691%,10.802469%
1671,17762,36.103896%,58.961039%,4.935065%
1672,17763,24.590164%,57.377049%,18.032787%
1673,17765,21.733506%,63.777490%,14.489004%
1674,17771,25.332226%,62.541528%,12.126246%
1675,17774,19.721116%,65.737052%,14.541833%
1676,17776,12.449799%,75.502008%,12.048193%
1677,17810,14.828897%,69.781869%,15.389234%
1678,17814,24.644412%,65.428157%,9.927431%
1679,17846,28.727273%,60.909091%,10.363636%
1680,17002,7.345972%,44.075829%,48.578199%
1681,17004,18.333880%,48.999672%,32.666448%
1682,17009,17.938931%,70.763359%,11.297710%
1683,17029,15.637860%,60.082305%,24.279835%
1684,17044,17.849392%,69.654719%,12.495890%
1685,17051,15.153319%,70.259006%,14.587675%
1686,17063,15.689655%,64.870690%,19.439655%
1687,17066,19.055036%,66.640706%,14.304258%
1688,17075,6.250000%,73.437500%,20.312500%
1689,17084,31.773879%,49.057830%,19.168291%
1690,17099,14.252336%,63.084112%,22.663551%
1691,17841,17.482100%,60.590692%,21.927208%
1692,16720,12.273212%,73.212380%,14.514408%
1693,16743,27.364621%,63.610108%,9.025271%
1694,16746,19.396552%,72.521552%,8.081897%
1695,16748,21.608833%,66.982124%,11.409043%
1696,16915,31.012658%,58.743554%,10.243788%
1697,16922,20.505810%,67.532468%,11.961722%
1698,16923,19.269406%,67.945205%,12.785388%
1699,16927,13.107822%,64.693446%,22.198732%
1700,16937,6.395349%,76.162791%,17.441860%
1701,16941,13.953488%,79.069767%,6.976744%
1702,16943,11.666667%,65.555556%,22.777778%
1703,16948,19.836957%,63.677536%,16.485507%
1704,16950,17.916186%,63.091119%,18.992695%
1705,17729,10.416667%,85.416667%,4.166667%
1706,15533,21.549156%,59.781529%,18.669315%
1707,15536,23.398329%,70.194986%,6.406685%
1708,16674,20.286885%,62.704918%,17.008197%
1709,16689,18.654434%,64.220183%,17.125382%
1710,16691,21.495327%,61.682243%,16.822430%
1711,16694,15.333333%,64.666667%,20.000000%
1712,17212,17.590822%,66.730402%,15.678776%
1713,17215,22.500000%,65.000000%,12.500000%
1714,17223,10.526316%,67.293233%,22.180451%
1715,17224,12.027027%,74.797297%,13.175676%
1716,17228,21.121252%,68.448501%,10.430248%
1717,17229,18.378378%,70.918919%,10.702703%
1718,17233,21.102662%,66.051059%,12.846279%
1719,17236,22.606889%,57.382725%,20.010386%
1720,17238,20.191471%,67.275892%,12.532637%
1721,17264,15.997491%,70.639900%,13.362610%
1722,17267,19.406737%,68.476621%,12.116642%
1723,15870,24.387646%,67.731629%,7.880724%
1724,16333,23.744292%,63.013699%,13.242009%
1725,16701,25.616587%,62.870997%,11.512415%
1726,16720,12.273212%,73.212380%,14.514408%
1727,16724,22.619048%,66.666667%,10.714286%
1728,16725,44.910180%,34.131737%,20.958084%
1729,16726,20.588235%,67.401961%,12.009804%
1730,16727,29.285714%,66.428571%,4.285714%
1731,16729,26.677852%,64.932886%,8.389262%
1732,16730,23.188406%,69.565217%,7.246377%
1733,16731,21.342134%,65.841584%,12.816282%
1734,16732,18.012422%,74.844720%,7.142857%
1735,16733,15.950920%,68.098160%,15.950920%
1736,16735,26.720742%,64.519119%,8.760139%
1737,16738,18.446602%,73.878872%,7.674526%
1738,16740,20.350404%,68.463612%,11.185984%
1739,16743,27.364621%,63.610108%,9.025271%
1740,16744,1.818182%,67.727273%,30.454545%
1741,16745,23.056995%,64.766839%,12.176166%
1742,16748,21.608833%,66.982124%,11.409043%
1743,16749,26.507208%,64.121887%,9.370904%
1744,16750,27.760252%,64.984227%,7.255521%
1745,15012,36.193242%,57.963745%,5.843013%
1746,15018,21.915584%,72.889610%,5.194805%
1747,15062,28.744939%,61.520859%,9.734202%
1748,15068,36.288019%,54.962159%,8.749822%
1749,15072,7.194245%,74.100719%,18.705036%
1750,15083,16.065574%,73.606557%,10.327869%
1751,15085,42.964780%,52.864903%,4.170317%
1752,15087,6.060606%,78.181818%,15.757576%
1753,15089,31.056981%,61.852980%,7.090039%
1754,15131,37.420258%,57.522950%,5.056792%
1755,15137,29.839142%,63.967828%,6.193029%
1756,15146,49.420723%,45.706811%,4.872466%
1757,15448,4.419890%,70.165746%,25.414365%
1758,15479,29.359673%,62.670300%,7.970027%
1759,15501,26.457935%,61.185468%,12.356597%
1760,15531,25.025193%,62.176688%,12.798119%
1761,15601,43.192918%,49.924861%,6.882220%
1762,15610,31.401475%,56.410256%,12.188268%
1763,15611,40.485830%,58.299595%,1.214575%
1764,15612,10.256410%,82.371795%,7.371795%
1765,15613,30.163781%,62.302293%,7.533926%
1766,15615,19.607843%,80.392157%,0.000000%
1767,15616,0.000000%,46.000000%,54.000000%
1768,15617,19.580420%,64.685315%,15.734266%
1769,15618,21.685393%,67.584270%,10.730337%
1770,15620,9.133127%,71.207430%,19.659443%
1771,15621,0.000000%,100.000000%,0.000000%
1772,15622,32.126697%,51.131222%,16.742081%
1773,15623,20.508167%,58.983666%,20.508167%
1774,15624,23.448276%,60.000000%,16.551724%
1775,15625,40.540541%,49.549550%,9.909910%
1776,15626,41.492837%,52.349837%,6.157326%
1777,15627,25.217752%,65.159685%,9.622563%
1778,15628,23.430962%,59.623431%,16.945607%
1779,15629,20.398010%,72.968491%,6.633499%
1780,15632,49.832112%,43.253968%,6.913919%
1781,15633,21.681416%,53.539823%,24.778761%
1782,15634,21.010638%,69.148936%,9.840426%
1783,15635,25.210084%,74.789916%,0.000000%
1784,15636,56.278714%,40.964778%,2.756508%
1785,15637,28.399433%,66.926346%,4.674221%
1786,15638,9.384164%,64.222874%,26.392962%
1787,15639,28.881988%,65.838509%,5.279503%
1788,15640,38.605898%,57.908847%,3.485255%
1789,15641,21.362229%,72.755418%,5.882353%
1790,15642,46.156899%,49.700855%,4.142247%
1791,15644,33.711933%,59.948889%,6.339178%
1792,15646,22.222222%,67.283951%,10.493827%
1793,15647,4.166667%,95.833333%,0.000000%
1794,15650,33.841685%,58.455234%,7.703081%
1795,15655,47.872340%,46.808511%,5.319149%
1796,15656,35.151263%,56.841521%,8.007216%
1797,15658,40.919952%,52.971924%,6.108124%
1798,15660,21.311475%,53.688525%,25.000000%
1799,15661,22.976501%,65.796345%,11.227154%
1800,15662,0.000000%,100.000000%,0.000000%
1801,15663,20.900322%,71.061093%,8.038585%
1802,15665,32.988625%,58.738366%,8.273009%
1803,15666,30.138765%,60.309989%,9.551246%
1804,15668,61.329152%,35.909367%,2.761481%
1805,15670,23.692752%,69.419401%,6.887847%
1806,15671,42.315789%,55.368421%,2.315789%
1807,15672,38.668180%,57.737420%,3.594400%
1808,15675,16.767372%,79.003021%,4.229607%
1809,15676,32.467532%,58.441558%,9.090909%
1810,15677,37.383178%,57.632399%,4.984424%
1811,15678,25.342466%,60.958904%,13.698630%
1812,15679,21.297672%,70.133730%,8.568598%
1813,15680,34.693878%,53.061224%,12.244898%
1814,15681,27.089255%,64.667425%,8.243320%
1815,15683,32.445726%,61.363636%,6.190638%
1816,15684,15.151515%,82.683983%,2.164502%
1817,15687,18.369565%,70.652174%,10.978261%
1818,15688,19.919786%,74.064171%,6.016043%
1819,15689,34.684685%,59.459459%,5.855856%
1820,15690,23.404932%,65.966587%,10.628481%
1821,15691,0.000000%,51.764706%,48.235294%
1822,15692,27.464009%,58.028793%,14.507198%
1823,15693,0.000000%,100.000000%,0.000000%
1824,15695,19.718310%,71.478873%,8.802817%
1825,15696,32.394366%,59.624413%,7.981221%
1826,15697,29.082353%,60.517647%,10.400000%
1827,15698,21.311475%,77.213115%,1.475410%
1828,15717,26.391097%,64.745628%,8.863275%
1829,15779,27.620968%,63.306452%,9.072581%
1830,15923,20.398912%,69.718948%,9.882140%
1831,15944,24.221022%,64.312422%,11.466556%
1832,15954,22.517846%,64.373783%,13.108371%
1833,16229,35.465116%,58.942414%,5.592470%
1834,17045,24.376731%,58.448753%,17.174515%
1835,17063,15.689655%,64.870690%,19.439655%
1836,17086,15.921963%,67.400881%,16.677155%
1837,17812,15.434783%,63.804348%,20.760870%
1838,17813,19.863014%,65.547945%,14.589041%
1839,17827,30.581614%,59.849906%,9.568480%
1840,17841,17.482100%,60.590692%,21.927208%
1841,17842,20.686159%,65.455467%,13.858374%
1842,17853,12.358491%,55.471698%,32.169811%
1843,17861,63.414634%,36.585366%,0.000000%
1844,17862,12.953368%,77.979275%,9.067358%
1845,17864,15.461704%,48.604152%,35.934145%
1846,17870,33.219796%,53.346023%,13.434182%
1847,17876,30.929487%,61.298077%,7.772436%
1848,17889,35.360000%,51.093333%,13.546667%
1849,18030,23.662885%,67.909238%,8.427877%
1850,18058,26.511565%,64.155282%,9.333153%
1851,18071,24.302264%,58.464982%,17.232754%
1852,18201,18.482783%,57.788306%,23.728911%
1853,18210,29.302853%,66.616286%,4.080862%
1854,18211,26.528777%,69.694245%,3.776978%
1855,18212,32.558140%,48.837209%,18.604651%
1856,18216,14.324693%,79.809004%,5.866303%
1857,18229,28.807592%,62.574621%,8.617787%
1858,18230,10.294118%,82.352941%,7.352941%
1859,18232,22.778382%,61.189699%,16.031919%
1860,18235,27.291285%,61.354357%,11.354357%
1861,18237,18.922470%,71.747700%,9.329829%
1862,18240,24.783862%,66.246398%,8.969741%
1863,18244,14.705882%,67.647059%,17.647059%
1864,18250,31.593794%,63.281617%,5.124589%
1865,18254,20.086083%,75.466284%,4.447633%
1866,18255,23.090178%,68.609994%,8.299828%
1867,18610,20.372881%,73.254237%,6.372881%
1868,18624,45.522388%,54.477612%,0.000000%
1869,18661,27.461019%,64.347219%,8.191762%
1870,16611,23.337029%,68.514412%,8.148559%
1871,16621,12.859885%,67.562380%,19.577735%
1872,16622,24.137931%,66.896552%,8.965517%
1873,16623,19.452888%,68.085106%,12.462006%
1874,16634,20.091324%,72.602740%,7.305936%
1875,16638,23.333333%,73.333333%,3.333333%
1876,16647,31.777379%,59.964093%,8.258528%
1877,16652,22.924840%,66.474344%,10.600815%
1878,16657,19.407559%,71.297242%,9.295199%
1879,16669,28.402735%,59.788689%,11.808577%
1880,16674,20.286885%,62.704918%,17.008197%
1881,16678,22.890295%,61.867089%,15.242616%
1882,16683,36.601307%,59.803922%,3.594771%
1883,16685,15.107914%,61.151079%,23.741007%
1884,16686,28.010695%,64.053476%,7.935829%
1885,16694,15.333333%,64.666667%,20.000000%
1886,16865,54.716981%,39.947951%,5.335068%
1887,16877,40.677966%,56.009245%,3.312789%
1888,17002,7.345972%,44.075829%,48.578199%
1889,17052,15.004575%,72.827081%,12.168344%
1890,17060,13.854749%,67.039106%,19.106145%
1891,17066,19.055036%,66.640706%,14.304258%
1892,17213,18.468468%,64.189189%,17.342342%
1893,17215,22.500000%,65.000000%,12.500000%
1894,17229,18.378378%,70.918919%,10.702703%
1895,17239,24.431818%,62.500000%,13.068182%
1896,17243,14.380952%,72.380952%,13.238095%
1897,17249,12.286689%,73.037543%,14.675768%
1898,17253,22.471910%,66.292135%,11.235955%
1899,17255,11.200000%,75.733333%,13.066667%
1900,17260,14.832536%,71.172249%,13.995215%
1901,17264,15.997491%,70.639900%,13.362610%
1902,16057,38.317343%,52.634686%,9.047970%
1903,16110,18.215613%,69.144981%,12.639405%
1904,16113,37.931034%,61.379310%,0.689655%
1905,16114,14.754098%,70.725995%,14.519906%
1906,16121,24.632953%,60.326264%,15.040783%
1907,16124,21.827411%,61.783901%,16.388687%
1908,16125,27.988886%,62.670589%,9.340525%
1909,16127,40.214962%,50.952432%,8.832606%
1910,16130,16.700201%,68.008048%,15.291751%
1911,16133,18.964004%,66.461809%,14.574188%
1912,16134,27.201365%,59.829352%,12.969283%
1913,16137,26.159951%,61.864062%,11.975987%
1914,16142,36.776333%,41.979087%,21.244580%
1915,16143,21.631799%,68.535565%,9.832636%
1916,16145,23.918708%,64.147994%,11.933299%
1917,16146,27.225684%,58.453902%,14.320414%
1918,16148,37.379075%,56.849037%,5.771888%
1919,16150,31.395576%,61.499315%,7.105109%
1920,16151,24.444444%,62.222222%,13.333333%
1921,16153,28.025478%,62.154989%,9.819533%
1922,16154,18.354785%,74.986010%,6.659205%
1923,16156,30.252101%,58.230351%,11.517548%
1924,16159,28.003508%,63.139433%,8.857059%
1925,16161,20.322581%,67.741935%,11.935484%
1926,16311,29.133858%,62.729659%,8.136483%
1927,16314,21.652720%,65.010460%,13.336820%
1928,16342,18.269778%,62.492886%,19.237336%
1929,16362,21.395881%,64.759725%,13.844394%
1930,44425,29.394387%,64.060192%,6.545421%
1931,16312,100.000000%,0.000000%,0.000000%
1932,16313,15.224626%,69.883527%,14.891847%
1933,16329,18.750000%,72.395833%,8.854167%
1934,16340,25.931131%,68.165847%,5.903022%
1935,16345,35.212845%,57.430919%,7.356236%
1936,16347,23.715651%,68.817204%,7.467145%
1937,16350,20.923762%,68.336116%,10.740122%
1938,16351,19.408181%,72.410792%,8.181027%
1939,16352,15.979381%,73.195876%,10.824742%
1940,16354,23.394557%,64.633329%,11.972114%
1941,16365,33.087578%,59.241883%,7.670539%
1942,16371,22.486211%,67.119219%,10.394569%
1943,16402,25.800377%,60.640301%,13.559322%
1944,16405,27.389706%,63.786765%,8.823529%
1945,16407,25.741664%,63.691258%,10.567078%
1946,16416,0.000000%,83.478261%,16.521739%
1947,16420,16.363636%,63.434343%,20.202020%
1948,16434,16.900549%,58.084198%,25.015253%
1949,16436,25.641026%,70.000000%,4.358974%
1950,16701,25.616587%,62.870997%,11.512415%
1951,16110,18.215613%,69.144981%,12.639405%
1952,16111,13.892078%,51.090700%,35.017222%
1953,16125,27.988886%,62.670589%,9.340525%
1954,16131,32.229965%,57.665505%,10.104530%
1955,16134,27.201365%,59.829352%,12.969283%
1956,16314,21.652720%,65.010460%,13.336820%
1957,16316,32.141165%,58.834676%,9.024159%
1958,16317,17.448405%,72.232645%,10.318949%
1959,16327,24.060495%,64.940422%,10.999083%
1960,16328,2.985075%,85.074627%,11.940299%
1961,16335,35.070460%,56.729593%,8.199947%
1962,16354,23.394557%,64.633329%,11.972114%
1963,16360,20.062696%,71.368861%,8.568443%
1964,16401,14.985591%,69.241114%,15.773295%
1965,16403,30.006277%,57.878217%,12.115505%
1966,16404,18.305392%,59.990938%,21.703670%
1967,16406,23.671282%,62.170612%,14.158106%
1968,16407,25.741664%,63.691258%,10.567078%
1969,16412,47.856505%,46.501935%,5.641560%
1970,16422,56.521739%,35.403727%,8.074534%
1971,16424,22.938444%,65.795587%,11.265970%
1972,16433,28.053940%,62.162877%,9.783184%
1973,16434,16.900549%,58.084198%,25.015253%
1974,16435,19.198791%,65.079365%,15.721844%
1975,16438,24.511386%,64.030841%,11.457773%
1976,16440,24.728261%,66.576087%,8.695652%
1977,16441,30.964686%,62.159058%,6.876256%
1978,16822,21.384510%,63.879369%,14.736121%
1979,16841,22.767965%,63.876119%,13.355916%
1980,16848,16.785714%,78.214286%,5.000000%
1981,16871,11.538462%,57.692308%,30.769231%
1982,16872,17.997465%,57.541191%,24.461343%
1983,17721,24.434389%,67.330317%,8.235294%
1984,17729,10.416667%,85.416667%,4.166667%
1985,17740,28.278593%,60.179362%,11.542045%
1986,17745,28.963334%,59.210411%,11.826255%
1987,17747,26.522911%,52.506739%,20.970350%
1988,17748,17.889908%,64.678899%,17.431193%
1989,17750,27.868852%,72.131148%,0.000000%
1990,17751,28.913738%,59.325080%,11.761182%
1991,17760,22.131148%,68.032787%,9.836066%
1992,17764,17.095588%,67.095588%,15.808824%
1993,17767,0.000000%,90.076336%,9.923664%
1994,17778,11.842105%,68.421053%,19.736842%
1995,17779,100.000000%,0.000000%,0.000000%
1996,18011,39.298515%,49.948797%,10.752688%
1997,18015,35.987709%,49.778657%,14.233634%
1998,18016,Not applicable,Not applicable,Not applicable
1999,18017,42.633766%,47.926083%,9.440152%
2000,18018,34.716372%,55.403710%,9.879918%
2001,18031,56.456311%,40.970874%,2.572816%
2002,18032,31.348538%,61.610286%,7.041176%
2003,18034,54.319853%,41.139706%,4.540441%
2004,18036,47.539901%,45.514584%,6.945515%
2005,18037,36.625589%,53.914462%,9.459949%
2006,18041,37.413148%,56.360235%,6.226617%
2007,18046,0.000000%,100.000000%,0.000000%
2008,18049,45.221843%,48.704623%,6.073534%
2009,18051,52.893204%,42.446602%,4.660194%
2010,18052,35.763440%,54.022870%,10.213691%
2011,18053,27.961783%,65.668790%,6.369427%
2012,18059,40.152478%,49.809403%,10.038119%
2013,18062,53.109780%,39.506242%,7.383978%
2014,18066,39.668826%,52.267819%,8.063355%
2015,18068,Not applicable,Not applicable,Not applicable
2016,18069,53.321648%,39.789658%,6.888694%
2017,18078,49.362934%,46.370656%,4.266409%
2018,18079,14.006515%,74.267101%,11.726384%
2019,18080,29.056421%,60.505014%,10.438565%
2020,18087,17.842324%,75.311203%,6.846473%
2021,18092,45.251397%,44.950580%,9.798023%
2022,18101,16.508461%,54.808089%,28.683450%
2023,18102,14.985460%,55.260853%,29.753688%
2024,18103,33.308026%,52.560817%,14.131157%
2025,18104,48.526458%,43.863808%,7.609734%
2026,18105,4.761905%,61.904762%,33.333333%
2027,18106,44.833983%,45.019477%,10.146541%
2028,18109,23.252346%,59.538637%,17.209017%
2029,18195,Not applicable,Not applicable,Not applicable
2030,18951,35.550374%,53.843007%,10.606618%
2031,19529,36.635945%,53.494624%,9.869432%
2032,19530,36.742003%,51.809312%,11.448685%
2033,19539,25.850547%,61.391252%,12.758202%
2034,07832,33.533383%,59.227307%,7.239310%
2035,18058,26.511565%,64.155282%,9.333153%
2036,18071,24.302264%,58.464982%,17.232754%
2037,18210,29.302853%,66.616286%,4.080862%
2038,18301,35.008523%,55.666135%,9.325342%
2039,18302,30.944543%,59.626910%,9.428547%
2040,18321,23.915237%,61.251261%,14.833502%
2041,18322,23.032224%,66.455362%,10.512414%
2042,18323,87.096774%,12.903226%,0.000000%
2043,18324,27.266932%,56.254980%,16.478088%
2044,18325,33.568713%,61.705595%,4.725693%
2045,18326,22.430176%,70.025914%,7.543910%
2046,18327,37.464789%,60.845070%,1.690141%
2047,18330,36.061684%,55.318308%,8.620008%
2048,18331,18.301887%,46.603774%,35.094340%
2049,18332,24.289277%,69.177057%,6.533666%
2050,18333,11.363636%,65.909091%,22.727273%
2051,18334,19.671151%,72.197309%,8.131540%
2052,18335,30.252101%,50.924370%,18.823529%
2053,18342,9.756098%,70.731707%,19.512195%
2054,18344,34.677793%,51.923968%,13.398238%
2055,18346,27.152698%,62.456946%,10.390356%
2056,18347,32.477341%,58.006042%,9.516616%
2057,18349,69.892473%,30.107527%,0.000000%
2058,18350,39.187228%,55.878084%,4.934688%
2059,18352,32.800000%,36.200000%,31.000000%
2060,18353,32.026635%,57.920739%,10.052626%
2061,18354,51.805338%,43.799058%,4.395604%
2062,18355,49.840933%,34.570520%,15.588547%
2063,18356,30.000000%,70.000000%,0.000000%
2064,18357,61.928934%,38.071066%,0.000000%
2065,18360,35.942441%,51.860637%,12.196922%
2066,18370,44.078947%,49.342105%,6.578947%
2067,18372,28.848414%,62.514689%,8.636898%
2068,18424,33.671347%,58.658346%,7.670307%
2069,18466,24.932832%,61.024539%,14.042629%
2070,18610,20.372881%,73.254237%,6.372881%
2071,15001,36.730269%,55.533391%,7.736340%
2072,15003,30.152718%,60.952963%,8.894319%
2073,15005,39.221027%,54.936674%,5.842299%
2074,15009,48.067979%,45.402504%,6.529517%
2075,15010,35.658559%,56.402019%,7.939422%
2076,15026,30.673617%,63.191660%,6.134723%
2077,15027,33.227647%,58.084971%,8.687381%
2078,15042,39.840025%,53.237963%,6.922012%
2079,15043,28.993711%,64.779874%,6.226415%
2080,15050,37.464142%,56.167527%,6.368330%
2081,15052,30.000000%,65.097276%,4.902724%
2082,15059,18.376068%,63.639601%,17.984330%
2083,15061,36.476673%,55.644806%,7.878521%
2084,15066,27.582393%,61.501880%,10.915727%
2085,15074,26.080247%,65.154321%,8.765432%
2086,15077,21.428571%,56.250000%,22.321429%
2087,15081,21.739130%,67.701863%,10.559006%
2088,15143,66.413662%,30.114555%,3.471783%
2089,16037,40.567201%,53.020962%,6.411837%
2090,16063,50.832819%,42.751388%,6.415793%
2091,16115,29.853398%,62.283430%,7.863172%
2092,16117,33.648439%,57.411784%,8.939777%
2093,16120,27.801418%,59.078014%,13.120567%
2094,16123,38.711776%,51.984385%,9.303839%
2095,16136,28.388278%,64.285714%,7.326007%
2096,16141,31.231454%,55.489614%,13.278932%
2097,16157,23.203194%,68.056788%,8.740018%
2098,17756,29.785389%,55.560373%,14.654238%
2099,17774,19.721116%,65.737052%,14.541833%
2100,17814,24.644412%,65.428157%,9.927431%
2101,17815,33.901739%,56.964376%,9.133885%
2102,17820,34.021901%,58.163265%,7.814833%
2103,17821,36.629381%,53.736018%,9.634601%
2104,17824,36.512456%,56.192171%,7.295374%
2105,17846,28.727273%,60.909091%,10.363636%
2106,17859,20.534459%,65.072668%,14.392874%
2107,17878,27.349624%,62.030075%,10.620301%
2108,17888,22.926829%,63.414634%,13.658537%
2109,17920,15.916955%,76.124567%,7.958478%
2110,17921,21.655218%,65.996075%,12.348708%
2111,17945,5.042017%,81.512605%,13.445378%
2112,17985,25.161987%,65.658747%,9.179266%
2113,18603,24.869986%,60.867707%,14.262307%
2114,18631,26.082677%,60.039370%,13.877953%
2115,18635,25.247694%,62.760506%,11.991800%
2116,18655,24.769585%,64.239631%,10.990783%
2117,17814,24.644412%,65.428157%,9.927431%
2118,17815,33.901739%,56.964376%,9.133885%
2119,17878,27.349624%,62.030075%,10.620301%
2120,18201,18.482783%,57.788306%,23.728911%
2121,18202,22.071792%,59.930443%,17.997764%
2122,18216,14.324693%,79.809004%,5.866303%
2123,18219,53.433836%,44.137353%,2.428811%
2124,18221,23.035230%,74.525745%,2.439024%
2125,18222,43.020114%,51.801261%,5.178625%
2126,18223,16.455696%,53.797468%,29.746835%
2127,18224,23.442582%,66.549912%,10.007506%
2128,18225,0.000000%,91.304348%,8.695652%
2129,18234,42.052980%,54.966887%,2.980132%
2130,18239,12.903226%,70.967742%,16.129032%
2131,18241,12.385321%,72.247706%,15.366972%
2132,18244,14.705882%,67.647059%,17.647059%
2133,18246,2.439024%,73.170732%,24.390244%
2134,18249,51.086957%,44.311594%,4.601449%
2135,18251,0.000000%,100.000000%,0.000000%
2136,18255,23.090178%,68.609994%,8.299828%
2137,18256,31.746032%,66.666667%,1.587302%
2138,18424,33.671347%,58.658346%,7.670307%
2139,18602,66.831683%,32.178218%,0.990099%
2140,18603,24.869986%,60.867707%,14.262307%
2141,18610,20.372881%,73.254237%,6.372881%
2142,18612,41.648690%,51.278891%,7.072419%
2143,18615,26.514032%,66.174298%,7.311669%
2144,18617,13.054608%,77.730375%,9.215017%
2145,18618,42.362598%,48.037116%,9.600286%
2146,18621,20.439292%,66.605654%,12.955054%
2147,18622,26.219512%,51.829268%,21.951220%
2148,18634,26.617752%,61.398145%,11.984103%
2149,18635,25.247694%,62.760506%,11.991800%
2150,18636,19.563153%,70.465337%,9.971510%
2151,18640,26.861042%,61.879653%,11.259305%
2152,18641,32.105701%,60.008323%,7.885976%
2153,18642,38.195303%,54.635352%,7.169345%
2154,18643,35.840708%,55.508850%,8.650442%
2155,18644,38.622590%,54.325069%,7.052342%
2156,18651,22.777406%,64.522059%,12.700535%
2157,18655,24.769585%,64.239631%,10.990783%
2158,18656,32.460414%,60.109622%,7.429963%
2159,18660,27.398844%,62.196532%,10.404624%
2160,18661,27.461019%,64.347219%,8.191762%
2161,18701,33.553174%,51.690025%,14.756801%
2162,18702,27.035685%,58.150190%,14.814125%
2163,18704,38.875949%,54.554865%,6.569186%
2164,18705,25.888469%,62.013233%,12.098299%
2165,18706,29.702016%,61.340929%,8.957055%
2166,18707,46.616933%,48.204372%,5.178695%
2167,18708,50.412718%,45.337817%,4.249465%
2168,18709,27.750557%,57.594655%,14.654788%
2169,17007,51.503106%,45.118012%,3.378882%
2170,17011,46.275276%,44.715478%,9.009246%
2171,17013,39.055705%,51.319114%,9.625181%
2172,17015,36.904454%,58.033402%,5.062144%
2173,17019,37.788513%,54.205966%,8.005521%
2174,17025,38.128714%,52.380952%,9.490334%
2175,17027,65.079365%,34.920635%,0.000000%
2176,17043,44.288873%,51.535249%,4.175878%
2177,17050,55.028515%,40.220256%,4.751229%
2178,17053,28.976506%,62.570888%,8.452606%
2179,17055,47.560747%,46.775829%,5.663424%
2180,17065,26.491170%,62.745751%,10.763079%
2181,17070,41.691215%,50.693121%,7.615665%
2182,17072,59.756098%,40.243902%,0.000000%
2183,17081,24.107143%,75.892857%,0.000000%
2184,17093,9.642857%,67.619048%,22.738095%
2185,17240,20.191055%,57.881025%,21.927920%
2186,17241,19.908154%,62.951471%,17.140375%
2187,17257,26.961432%,55.863270%,17.175297%
2188,17266,16.891892%,68.918919%,14.189189%
2189,17307,27.288095%,60.806568%,11.905337%
2190,17324,18.357488%,63.630090%,18.012422%
